date,datetime,cash_type,card,money,coffee_name
2024/10/11,2024/10/11 7:54,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/11,2024/10/11 8:00,card,ANON-0000-0000-0703,35.76,Latte
2024/10/11,2024/10/11 8:12,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/11,2024/10/11 8:28,card,ANON-0000-0000-0570,35.76,Latte
2024/10/11,2024/10/11 8:29,card,ANON-0000-0000-0570,35.76,Cocoa
2024/10/11,2024/10/11 8:55,card,ANON-0000-0000-0725,35.76,Cocoa
2024/10/11,2024/10/11 8:56,card,ANON-0000-0000-0726,30.86,Americano with Milk
2024/10/11,2024/10/11 8:58,card,ANON-0000-0000-0743,35.76,Hot Chocolate
2024/10/11,2024/10/11 9:31,card,ANON-0000-0000-0744,30.86,Americano with Milk
2024/10/11,2024/10/11 9:38,card,ANON-0000-0000-0402,25.96,Cortado
2024/10/11,2024/10/11 10:00,card,ANON-0000-0000-0375,25.96,Americano
2024/10/11,2024/10/11 10:01,card,ANON-0000-0000-0375,25.96,Americano
2024/10/11,2024/10/11 10:30,card,ANON-0000-0000-0242,30.86,Americano with Milk
2024/10/11,2024/10/11 13:05,card,ANON-0000-0000-0740,35.76,Latte
2024/10/11,2024/10/11 13:29,card,ANON-0000-0000-0012,25.96,Americano
2024/10/11,2024/10/11 13:30,card,ANON-0000-0000-0012,25.96,Americano
2024/10/11,2024/10/11 14:33,card,ANON-0000-0000-0745,35.76,Cocoa
2024/10/11,2024/10/11 14:35,card,ANON-0000-0000-0745,25.96,Americano
2024/10/11,2024/10/11 14:50,card,ANON-0000-0000-0714,35.76,Cappuccino
2024/10/11,2024/10/11 17:12,card,ANON-0000-0000-0746,35.76,Latte
2024/10/11,2024/10/11 17:13,card,ANON-0000-0000-0746,35.76,Hot Chocolate
2024/10/11,2024/10/11 17:26,card,ANON-0000-0000-0747,35.76,Hot Chocolate
2024/10/11,2024/10/11 21:48,card,ANON-0000-0000-0690,35.76,Latte
2024/10/11,2024/10/11 21:53,card,ANON-0000-0000-0748,30.86,Americano with Milk
2024/10/11,2024/10/11 22:36,card,ANON-0000-0000-0749,35.76,Hot Chocolate
2024/10/11,2024/10/11 22:37,card,ANON-0000-0000-0749,35.76,Hot Chocolate
2024/10/12,2024/10/12 8:28,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/12,2024/10/12 10:31,card,ANON-0000-0000-0650,25.96,Cortado
2024/10/12,2024/10/12 10:32,card,ANON-0000-0000-0650,25.96,Cortado
2024/10/12,2024/10/12 11:52,card,ANON-0000-0000-0507,35.76,Latte
2024/10/12,2024/10/12 11:53,card,ANON-0000-0000-0750,30.86,Americano with Milk
2024/10/12,2024/10/12 13:18,card,ANON-0000-0000-0751,35.76,Cappuccino
2024/10/12,2024/10/12 20:10,card,ANON-0000-0000-0507,35.76,Latte
2024/10/13,2024/10/13 9:54,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/13,2024/10/13 12:20,card,ANON-0000-0000-0752,30.86,Americano with Milk
2024/10/13,2024/10/13 13:32,card,ANON-0000-0000-0650,25.96,Cortado
2024/10/13,2024/10/13 13:33,card,ANON-0000-0000-0650,21.06,Espresso
2024/10/13,2024/10/13 13:34,card,ANON-0000-0000-0650,25.96,Cortado
2024/10/13,2024/10/13 17:53,card,ANON-0000-0000-0507,35.76,Latte
2024/10/13,2024/10/13 17:54,card,ANON-0000-0000-0507,35.76,Latte
2024/10/13,2024/10/13 18:22,card,ANON-0000-0000-0753,35.76,Cappuccino
2024/10/13,2024/10/13 20:43,card,ANON-0000-0000-0257,35.76,Cappuccino
2024/10/14,2024/10/14 8:26,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/14,2024/10/14 9:49,card,ANON-0000-0000-0754,35.76,Cocoa
2024/10/14,2024/10/14 10:27,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/14,2024/10/14 10:38,card,ANON-0000-0000-0440,35.76,Latte
2024/10/14,2024/10/14 10:39,card,ANON-0000-0000-0440,35.76,Latte
2024/10/14,2024/10/14 11:23,card,ANON-0000-0000-0755,35.76,Cappuccino
2024/10/14,2024/10/14 11:25,card,ANON-0000-0000-0225,25.96,Americano
2024/10/14,2024/10/14 11:26,card,ANON-0000-0000-0225,25.96,Americano
2024/10/14,2024/10/14 14:36,card,ANON-0000-0000-0756,35.76,Latte
2024/10/14,2024/10/14 14:49,card,ANON-0000-0000-0507,35.76,Latte
2024/10/14,2024/10/14 16:37,card,ANON-0000-0000-0757,25.96,Americano
2024/10/14,2024/10/14 18:19,card,ANON-0000-0000-0758,35.76,Latte
2024/10/14,2024/10/14 18:20,card,ANON-0000-0000-0758,35.76,Cappuccino
2024/10/14,2024/10/14 22:08,card,ANON-0000-0000-0759,35.76,Latte
2024/10/14,2024/10/14 22:10,card,ANON-0000-0000-0760,35.76,Latte
2024/10/14,2024/10/14 22:21,card,ANON-0000-0000-0510,35.76,Latte
2024/10/15,2024/10/15 8:14,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/15,2024/10/15 8:34,card,ANON-0000-0000-0761,21.06,Espresso
2024/10/15,2024/10/15 11:13,card,ANON-0000-0000-0762,35.76,Hot Chocolate
2024/10/15,2024/10/15 11:15,card,ANON-0000-0000-0736,35.76,Latte
2024/10/15,2024/10/15 11:16,card,ANON-0000-0000-0736,35.76,Hot Chocolate
2024/10/15,2024/10/15 13:00,card,ANON-0000-0000-0763,35.76,Latte
2024/10/15,2024/10/15 13:15,card,ANON-0000-0000-0764,30.86,Americano with Milk
2024/10/15,2024/10/15 15:32,card,ANON-0000-0000-0683,35.76,Latte
2024/10/15,2024/10/15 15:54,card,ANON-0000-0000-0765,25.96,Americano
2024/10/15,2024/10/15 15:55,card,ANON-0000-0000-0765,21.06,Espresso
2024/10/15,2024/10/15 17:04,card,ANON-0000-0000-0766,35.76,Hot Chocolate
2024/10/15,2024/10/15 19:22,card,ANON-0000-0000-0767,25.96,Americano
2024/10/15,2024/10/15 19:23,card,ANON-0000-0000-0767,35.76,Cocoa
2024/10/15,2024/10/15 20:11,card,ANON-0000-0000-0507,35.76,Latte
2024/10/15,2024/10/15 20:12,card,ANON-0000-0000-0507,35.76,Latte
2024/10/15,2024/10/15 21:18,card,ANON-0000-0000-0040,35.76,Hot Chocolate
2024/10/15,2024/10/15 21:35,card,ANON-0000-0000-0040,35.76,Hot Chocolate
2024/10/15,2024/10/15 22:15,card,ANON-0000-0000-0690,35.76,Latte
2024/10/16,2024/10/16 8:21,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/16,2024/10/16 8:36,card,ANON-0000-0000-0696,35.76,Hot Chocolate
2024/10/16,2024/10/16 9:25,card,ANON-0000-0000-0570,35.76,Latte
2024/10/16,2024/10/16 10:15,card,ANON-0000-0000-0571,30.86,Americano with Milk
2024/10/16,2024/10/16 10:16,card,ANON-0000-0000-0571,30.86,Americano with Milk
2024/10/16,2024/10/16 10:45,card,ANON-0000-0000-0333,30.86,Americano with Milk
2024/10/16,2024/10/16 11:49,card,ANON-0000-0000-0768,25.96,Americano
2024/10/16,2024/10/16 12:29,card,ANON-0000-0000-0769,30.86,Americano with Milk
2024/10/16,2024/10/16 13:20,card,ANON-0000-0000-0764,25.96,Americano
2024/10/16,2024/10/16 16:45,card,ANON-0000-0000-0770,35.76,Latte
2024/10/16,2024/10/16 17:43,card,ANON-0000-0000-0510,30.86,Americano with Milk
2024/10/16,2024/10/16 19:37,card,ANON-0000-0000-0771,30.86,Americano with Milk
2024/10/16,2024/10/16 19:38,card,ANON-0000-0000-0771,30.86,Americano with Milk
2024/10/16,2024/10/16 21:20,card,ANON-0000-0000-0772,35.76,Hot Chocolate
2024/10/17,2024/10/17 7:47,card,ANON-0000-0000-0696,35.76,Latte
2024/10/17,2024/10/17 7:58,card,ANON-0000-0000-0570,35.76,Latte
2024/10/17,2024/10/17 9:24,card,ANON-0000-0000-0773,30.86,Americano with Milk
2024/10/17,2024/10/17 10:26,card,ANON-0000-0000-0510,35.76,Latte
2024/10/17,2024/10/17 10:44,card,ANON-0000-0000-0313,35.76,Hot Chocolate
2024/10/17,2024/10/17 11:59,card,ANON-0000-0000-0774,30.86,Americano with Milk
2024/10/17,2024/10/17 13:57,card,ANON-0000-0000-0775,35.76,Latte
2024/10/17,2024/10/17 14:34,card,ANON-0000-0000-0776,25.96,Americano
2024/10/17,2024/10/17 16:37,card,ANON-0000-0000-0702,35.76,Hot Chocolate
2024/10/17,2024/10/17 16:38,card,ANON-0000-0000-0702,35.76,Hot Chocolate
2024/10/17,2024/10/17 16:39,card,ANON-0000-0000-0702,35.76,Latte
2024/10/17,2024/10/17 16:48,card,ANON-0000-0000-0777,35.76,Hot Chocolate
2024/10/17,2024/10/17 16:49,card,ANON-0000-0000-0777,35.76,Hot Chocolate
2024/10/17,2024/10/17 17:08,card,ANON-0000-0000-0258,35.76,Cappuccino
2024/10/17,2024/10/17 17:09,card,ANON-0000-0000-0258,35.76,Hot Chocolate
2024/10/17,2024/10/17 19:43,card,ANON-0000-0000-0507,35.76,Latte
2024/10/17,2024/10/17 20:11,card,ANON-0000-0000-0778,30.86,Americano with Milk
2024/10/17,2024/10/17 21:46,card,ANON-0000-0000-0779,35.76,Latte
2024/10/17,2024/10/17 21:47,card,ANON-0000-0000-0779,35.76,Latte
2024/10/17,2024/10/17 21:48,card,ANON-0000-0000-0779,35.76,Latte
2024/10/17,2024/10/17 21:49,card,ANON-0000-0000-0779,35.76,Hot Chocolate
2024/10/18,2024/10/18 8:41,card,ANON-0000-0000-0012,35.76,Cocoa
2024/10/18,2024/10/18 8:42,card,ANON-0000-0000-0054,35.76,Cocoa
2024/10/18,2024/10/18 9:32,card,ANON-0000-0000-0003,35.76,Cocoa
2024/10/18,2024/10/18 9:34,card,ANON-0000-0000-0003,35.76,Cocoa
2024/10/18,2024/10/18 9:55,card,ANON-0000-0000-0780,35.76,Cappuccino
2024/10/18,2024/10/18 11:54,card,ANON-0000-0000-0780,35.76,Cappuccino
2024/10/18,2024/10/18 14:51,card,ANON-0000-0000-0781,35.76,Latte
2024/10/18,2024/10/18 14:52,card,ANON-0000-0000-0781,35.76,Cappuccino
2024/10/18,2024/10/18 15:39,card,ANON-0000-0000-0683,25.96,Americano
2024/10/18,2024/10/18 16:09,card,ANON-0000-0000-0782,35.76,Latte
2024/10/18,2024/10/18 17:45,card,ANON-0000-0000-0783,35.76,Hot Chocolate
2024/10/18,2024/10/18 21:14,card,ANON-0000-0000-0012,35.76,Cocoa
2024/10/18,2024/10/18 21:15,card,ANON-0000-0000-0012,35.76,Cocoa
2024/10/18,2024/10/18 21:52,card,ANON-0000-0000-0784,30.86,Americano with Milk
2024/10/18,2024/10/18 22:03,card,ANON-0000-0000-0690,35.76,Latte
2024/10/19,2024/10/19 8:34,card,ANON-0000-0000-0785,30.86,Americano with Milk
2024/10/19,2024/10/19 13:22,card,ANON-0000-0000-0019,35.76,Latte
2024/10/19,2024/10/19 14:10,card,ANON-0000-0000-0355,35.76,Cappuccino
2024/10/19,2024/10/19 15:56,card,ANON-0000-0000-0507,35.76,Hot Chocolate
2024/10/19,2024/10/19 15:59,card,ANON-0000-0000-0507,35.76,Latte
2024/10/19,2024/10/19 16:02,card,ANON-0000-0000-0494,35.76,Latte
2024/10/19,2024/10/19 16:17,card,ANON-0000-0000-0696,35.76,Latte
2024/10/19,2024/10/19 21:46,card,ANON-0000-0000-0690,35.76,Cocoa
2024/10/19,2024/10/19 22:46,card,ANON-0000-0000-0786,35.76,Cappuccino
2024/10/20,2024/10/20 8:40,card,ANON-0000-0000-0570,35.76,Latte
2024/10/20,2024/10/20 8:41,card,ANON-0000-0000-0570,35.76,Cocoa
2024/10/20,2024/10/20 11:16,card,ANON-0000-0000-0787,35.76,Latte
2024/10/20,2024/10/20 14:28,card,ANON-0000-0000-0650,35.76,Hot Chocolate
2024/10/20,2024/10/20 14:29,card,ANON-0000-0000-0650,25.96,Cortado
2024/10/20,2024/10/20 15:52,card,ANON-0000-0000-0455,30.86,Americano with Milk
2024/10/20,2024/10/20 16:45,card,ANON-0000-0000-0788,35.76,Latte
2024/10/20,2024/10/20 16:46,card,ANON-0000-0000-0788,35.76,Latte
2024/10/20,2024/10/20 17:27,card,ANON-0000-0000-0507,35.76,Latte
2024/10/20,2024/10/20 18:34,card,ANON-0000-0000-0012,35.76,Cocoa
2024/10/20,2024/10/20 18:35,card,ANON-0000-0000-0012,35.76,Cocoa
2024/10/20,2024/10/20 21:14,card,ANON-0000-0000-0789,35.76,Hot Chocolate
2024/10/20,2024/10/20 21:15,card,ANON-0000-0000-0790,25.96,Cortado
2024/10/20,2024/10/20 21:17,card,ANON-0000-0000-0791,35.76,Cocoa
2024/10/20,2024/10/20 21:25,card,ANON-0000-0000-0792,35.76,Latte
2024/10/20,2024/10/20 22:17,card,ANON-0000-0000-0550,35.76,Cappuccino
2024/10/21,2024/10/21 7:48,card,ANON-0000-0000-0696,35.76,Latte
2024/10/21,2024/10/21 8:19,card,ANON-0000-0000-0097,35.76,Latte
2024/10/21,2024/10/21 9:04,card,ANON-0000-0000-0385,30.86,Americano with Milk
2024/10/21,2024/10/21 9:34,card,ANON-0000-0000-0793,35.76,Latte
2024/10/21,2024/10/21 10:25,card,ANON-0000-0000-0700,25.96,Americano
2024/10/21,2024/10/21 10:41,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/21,2024/10/21 10:42,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/21,2024/10/21 11:27,card,ANON-0000-0000-0274,21.06,Espresso
2024/10/21,2024/10/21 12:40,card,ANON-0000-0000-0751,35.76,Cappuccino
2024/10/21,2024/10/21 14:42,card,ANON-0000-0000-0794,35.76,Latte
2024/10/21,2024/10/21 14:43,card,ANON-0000-0000-0726,35.76,Latte
2024/10/21,2024/10/21 15:27,card,ANON-0000-0000-0795,30.86,Americano with Milk
2024/10/21,2024/10/21 15:39,card,ANON-0000-0000-0796,25.96,Cortado
2024/10/21,2024/10/21 16:42,card,ANON-0000-0000-0225,35.76,Cocoa
2024/10/21,2024/10/21 16:55,card,ANON-0000-0000-0797,35.76,Latte
2024/10/21,2024/10/21 19:21,card,ANON-0000-0000-0798,35.76,Hot Chocolate
2024/10/21,2024/10/21 21:05,card,ANON-0000-0000-0799,35.76,Latte
2024/10/21,2024/10/21 22:30,card,ANON-0000-0000-0789,35.76,Cocoa
2024/10/21,2024/10/21 22:31,card,ANON-0000-0000-0791,35.76,Hot Chocolate
2024/10/22,2024/10/22 7:33,card,ANON-0000-0000-0696,35.76,Latte
2024/10/22,2024/10/22 7:34,card,ANON-0000-0000-0696,35.76,Cappuccino
2024/10/22,2024/10/22 8:25,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/22,2024/10/22 9:17,card,ANON-0000-0000-0800,25.96,Cortado
2024/10/22,2024/10/22 10:51,card,ANON-0000-0000-0402,21.06,Espresso
2024/10/22,2024/10/22 10:52,card,ANON-0000-0000-0402,25.96,Cortado
2024/10/22,2024/10/22 18:07,card,ANON-0000-0000-0801,25.96,Americano
2024/10/22,2024/10/22 19:46,card,ANON-0000-0000-0507,35.76,Hot Chocolate
2024/10/22,2024/10/22 19:47,card,ANON-0000-0000-0507,35.76,Latte
2024/10/23,2024/10/23 7:58,card,ANON-0000-0000-0696,35.76,Latte
2024/10/23,2024/10/23 8:45,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/23,2024/10/23 10:24,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/23,2024/10/23 12:31,card,ANON-0000-0000-0802,30.86,Americano with Milk
2024/10/23,2024/10/23 16:20,card,ANON-0000-0000-0803,30.86,Americano with Milk
2024/10/23,2024/10/23 16:21,card,ANON-0000-0000-0803,30.86,Americano with Milk
2024/10/23,2024/10/23 16:42,card,ANON-0000-0000-0804,35.76,Cappuccino
2024/10/23,2024/10/23 17:02,card,ANON-0000-0000-0805,21.06,Espresso
2024/10/23,2024/10/23 18:58,card,ANON-0000-0000-0040,35.76,Cocoa
2024/10/23,2024/10/23 19:00,card,ANON-0000-0000-0040,35.76,Cappuccino
2024/10/23,2024/10/23 21:57,card,ANON-0000-0000-0518,30.86,Americano with Milk
2024/10/23,2024/10/23 21:58,card,ANON-0000-0000-0806,35.76,Hot Chocolate
2024/10/23,2024/10/23 22:23,card,ANON-0000-0000-0807,35.76,Latte
2024/10/24,2024/10/24 12:07,card,ANON-0000-0000-0808,25.96,Americano
2024/10/24,2024/10/24 13:24,card,ANON-0000-0000-0809,35.76,Cappuccino
2024/10/24,2024/10/24 14:09,card,ANON-0000-0000-0804,35.76,Cappuccino
2024/10/24,2024/10/24 14:49,card,ANON-0000-0000-0810,35.76,Hot Chocolate
2024/10/24,2024/10/24 14:49,card,ANON-0000-0000-0810,35.76,Latte
2024/10/24,2024/10/24 15:47,card,ANON-0000-0000-0788,35.76,Latte
2024/10/24,2024/10/24 15:48,card,ANON-0000-0000-0788,35.76,Latte
2024/10/24,2024/10/24 18:53,card,ANON-0000-0000-0811,25.96,Americano
2024/10/24,2024/10/24 18:55,card,ANON-0000-0000-0811,25.96,Americano
2024/10/24,2024/10/24 19:50,card,ANON-0000-0000-0507,35.76,Latte
2024/10/24,2024/10/24 20:44,card,ANON-0000-0000-0812,25.96,Americano
2024/10/24,2024/10/24 21:14,card,ANON-0000-0000-0813,35.76,Hot Chocolate
2024/10/24,2024/10/24 21:15,card,ANON-0000-0000-0813,35.76,Hot Chocolate
2024/10/24,2024/10/24 21:56,card,ANON-0000-0000-0637,35.76,Hot Chocolate
2024/10/24,2024/10/24 21:57,card,ANON-0000-0000-0637,35.76,Cappuccino
2024/10/25,2024/10/25 7:38,card,ANON-0000-0000-0696,35.76,Cappuccino
2024/10/25,2024/10/25 7:45,card,ANON-0000-0000-0402,21.06,Espresso
2024/10/25,2024/10/25 8:10,card,ANON-0000-0000-0570,35.76,Cocoa
2024/10/25,2024/10/25 8:10,card,ANON-0000-0000-0570,35.76,Latte
2024/10/25,2024/10/25 8:18,card,ANON-0000-0000-0084,35.76,Cocoa
2024/10/25,2024/10/25 10:03,card,ANON-0000-0000-0683,25.96,Americano
2024/10/25,2024/10/25 10:05,card,ANON-0000-0000-0683,25.96,Americano
2024/10/25,2024/10/25 10:51,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/25,2024/10/25 11:49,card,ANON-0000-0000-0012,35.76,Cocoa
2024/10/25,2024/10/25 11:50,card,ANON-0000-0000-0012,35.76,Cocoa
2024/10/25,2024/10/25 12:06,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/25,2024/10/25 12:40,card,ANON-0000-0000-0814,35.76,Latte
2024/10/25,2024/10/25 14:23,card,ANON-0000-0000-0137,35.76,Cappuccino
2024/10/25,2024/10/25 22:19,card,ANON-0000-0000-0815,35.76,Hot Chocolate
2024/10/25,2024/10/25 22:22,card,ANON-0000-0000-0815,21.06,Espresso
2024/10/26,2024/10/26 7:49,card,ANON-0000-0000-0682,35.76,Cappuccino
2024/10/26,2024/10/26 8:41,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/26,2024/10/26 8:53,card,ANON-0000-0000-0334,35.76,Cappuccino
2024/10/26,2024/10/26 10:24,card,ANON-0000-0000-0816,25.96,Americano
2024/10/26,2024/10/26 12:18,card,ANON-0000-0000-0040,35.76,Cocoa
2024/10/26,2024/10/26 13:03,card,ANON-0000-0000-0817,35.76,Latte
2024/10/26,2024/10/26 14:34,card,ANON-0000-0000-0276,35.76,Latte
2024/10/26,2024/10/26 14:36,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/26,2024/10/26 15:05,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/26,2024/10/26 15:06,card,ANON-0000-0000-0141,25.96,Cortado
2024/10/26,2024/10/26 15:38,card,ANON-0000-0000-0818,35.76,Latte
2024/10/26,2024/10/26 15:39,card,ANON-0000-0000-0818,35.76,Latte
2024/10/26,2024/10/26 15:52,card,ANON-0000-0000-0819,30.86,Americano with Milk
2024/10/26,2024/10/26 15:53,card,ANON-0000-0000-0820,30.86,Americano with Milk
2024/10/26,2024/10/26 19:19,card,ANON-0000-0000-0715,35.76,Cappuccino
2024/10/26,2024/10/26 20:34,card,ANON-0000-0000-0821,30.86,Americano with Milk
2024/10/27,2024/10/27 11:01,card,ANON-0000-0000-0347,30.86,Americano with Milk
2024/10/27,2024/10/27 12:53,card,ANON-0000-0000-0276,35.76,Latte
2024/10/27,2024/10/27 12:54,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/27,2024/10/27 13:43,card,ANON-0000-0000-0822,35.76,Cappuccino
2024/10/27,2024/10/27 16:17,card,ANON-0000-0000-0507,35.76,Latte
2024/10/28,2024/10/28 7:46,card,ANON-0000-0000-0696,35.76,Cappuccino
2024/10/28,2024/10/28 8:01,card,ANON-0000-0000-0823,25.96,Americano
2024/10/28,2024/10/28 8:35,card,ANON-0000-0000-0683,35.76,Latte
2024/10/28,2024/10/28 9:15,card,ANON-0000-0000-0242,30.86,Americano with Milk
2024/10/28,2024/10/28 11:42,card,ANON-0000-0000-0824,35.76,Latte
2024/10/28,2024/10/28 11:43,card,ANON-0000-0000-0824,35.76,Latte
2024/10/28,2024/10/28 12:01,card,ANON-0000-0000-0707,35.76,Hot Chocolate
2024/10/28,2024/10/28 12:02,card,ANON-0000-0000-0825,30.86,Americano with Milk
2024/10/28,2024/10/28 12:21,card,ANON-0000-0000-0826,35.76,Cappuccino
2024/10/28,2024/10/28 14:10,card,ANON-0000-0000-0819,30.86,Americano with Milk
2024/10/28,2024/10/28 14:11,card,ANON-0000-0000-0819,30.86,Americano with Milk
2024/10/28,2024/10/28 14:31,card,ANON-0000-0000-0827,30.86,Americano with Milk
2024/10/28,2024/10/28 16:01,card,ANON-0000-0000-0159,35.76,Latte
2024/10/28,2024/10/28 17:55,card,ANON-0000-0000-0828,35.76,Cocoa
2024/10/28,2024/10/28 17:56,card,ANON-0000-0000-0828,35.76,Cocoa
2024/10/28,2024/10/28 19:10,card,ANON-0000-0000-0257,35.76,Cappuccino
2024/10/28,2024/10/28 21:20,card,ANON-0000-0000-0329,30.86,Americano with Milk
2024/10/28,2024/10/28 22:05,card,ANON-0000-0000-0695,30.86,Americano with Milk
2024/10/29,2024/10/29 8:40,card,ANON-0000-0000-0804,35.76,Latte
2024/10/29,2024/10/29 8:47,card,ANON-0000-0000-0683,35.76,Latte
2024/10/29,2024/10/29 9:31,card,ANON-0000-0000-0570,35.76,Latte
2024/10/29,2024/10/29 11:59,card,ANON-0000-0000-0829,30.86,Americano with Milk
2024/10/29,2024/10/29 12:21,card,ANON-0000-0000-0830,21.06,Espresso
2024/10/29,2024/10/29 14:15,card,ANON-0000-0000-0831,25.96,Cortado
2024/10/29,2024/10/29 14:17,card,ANON-0000-0000-0831,25.96,Cortado
2024/10/29,2024/10/29 14:37,card,ANON-0000-0000-0832,35.76,Cappuccino
2024/10/29,2024/10/29 16:09,card,ANON-0000-0000-0833,35.76,Hot Chocolate
2024/10/29,2024/10/29 16:10,card,ANON-0000-0000-0834,35.76,Cocoa
2024/10/29,2024/10/29 16:17,card,ANON-0000-0000-0225,35.76,Cocoa
2024/10/29,2024/10/29 18:02,card,ANON-0000-0000-0835,30.86,Americano with Milk
2024/10/29,2024/10/29 18:02,card,ANON-0000-0000-0835,30.86,Americano with Milk
2024/10/29,2024/10/29 19:02,card,ANON-0000-0000-0836,30.86,Americano with Milk
2024/10/29,2024/10/29 19:05,card,ANON-0000-0000-0206,35.76,Cappuccino
2024/10/29,2024/10/29 19:51,card,ANON-0000-0000-0507,35.76,Hot Chocolate
2024/10/29,2024/10/29 19:54,card,ANON-0000-0000-0507,35.76,Latte
2024/10/29,2024/10/29 20:07,card,ANON-0000-0000-0799,35.76,Latte
2024/10/30,2024/10/30 7:52,card,ANON-0000-0000-0703,35.76,Latte
2024/10/30,2024/10/30 8:46,card,ANON-0000-0000-0571,30.86,Americano with Milk
2024/10/30,2024/10/30 8:47,card,ANON-0000-0000-0571,30.86,Americano with Milk
2024/10/30,2024/10/30 9:11,card,ANON-0000-0000-0837,35.76,Latte
2024/10/30,2024/10/30 10:31,card,ANON-0000-0000-0838,35.76,Latte
2024/10/30,2024/10/30 10:33,card,ANON-0000-0000-0838,35.76,Latte
2024/10/30,2024/10/30 12:08,card,ANON-0000-0000-0375,35.76,Latte
2024/10/30,2024/10/30 12:09,card,ANON-0000-0000-0375,25.96,Americano
2024/10/30,2024/10/30 12:10,card,ANON-0000-0000-0734,30.86,Americano with Milk
2024/10/30,2024/10/30 12:37,card,ANON-0000-0000-0839,25.96,Americano
2024/10/30,2024/10/30 15:05,card,ANON-0000-0000-0507,35.76,Latte
2024/10/30,2024/10/30 15:07,card,ANON-0000-0000-0507,35.76,Latte
2024/10/30,2024/10/30 16:04,card,ANON-0000-0000-0840,30.86,Americano with Milk
2024/10/30,2024/10/30 18:08,card,ANON-0000-0000-0841,35.76,Hot Chocolate
2024/10/30,2024/10/30 19:18,card,ANON-0000-0000-0819,30.86,Americano with Milk
2024/10/30,2024/10/30 19:43,card,ANON-0000-0000-0842,30.86,Americano with Milk
2024/10/31,2024/10/31 7:54,card,ANON-0000-0000-0703,35.76,Latte
2024/10/31,2024/10/31 8:38,card,ANON-0000-0000-0683,35.76,Latte
2024/10/31,2024/10/31 9:18,card,ANON-0000-0000-0276,30.86,Americano with Milk
2024/10/31,2024/10/31 15:59,card,ANON-0000-0000-0843,35.76,Latte
2024/10/31,2024/10/31 16:00,card,ANON-0000-0000-0844,30.86,Americano with Milk
2024/11/1,2024/11/1 8:24,card,ANON-0000-0000-0842,35.76,Cocoa
2024/11/1,2024/11/1 8:30,card,ANON-0000-0000-0304,25.96,Americano
2024/11/1,2024/11/1 10:54,card,ANON-0000-0000-0612,35.76,Latte
2024/11/1,2024/11/1 12:41,card,ANON-0000-0000-0012,35.76,Cocoa
2024/11/1,2024/11/1 12:42,card,ANON-0000-0000-0012,35.76,Cocoa
2024/11/1,2024/11/1 15:55,card,ANON-0000-0000-0845,25.96,Cortado
2024/11/1,2024/11/1 22:41,card,ANON-0000-0000-0695,30.86,Americano with Milk
2024/11/2,2024/11/2 8:19,card,ANON-0000-0000-0141,25.96,Cortado
2024/11/2,2024/11/2 10:25,card,ANON-0000-0000-0828,35.76,Cocoa
2024/11/2,2024/11/2 10:33,card,ANON-0000-0000-0097,30.86,Americano with Milk
2024/11/2,2024/11/2 14:54,card,ANON-0000-0000-0846,30.86,Americano with Milk
2024/11/2,2024/11/2 16:24,card,ANON-0000-0000-0507,35.76,Hot Chocolate
2024/11/2,2024/11/2 16:25,card,ANON-0000-0000-0507,35.76,Latte
2024/11/2,2024/11/2 16:37,card,ANON-0000-0000-0847,35.76,Latte
2024/11/2,2024/11/2 18:18,card,ANON-0000-0000-0620,30.86,Americano with Milk
2024/11/2,2024/11/2 18:58,card,ANON-0000-0000-0848,25.96,Americano
2024/11/3,2024/11/3 8:23,card,ANON-0000-0000-0141,25.96,Cortado
2024/11/3,2024/11/3 9:47,card,ANON-0000-0000-0040,30.86,Americano with Milk
2024/11/3,2024/11/3 9:48,card,ANON-0000-0000-0040,30.86,Americano with Milk
2024/11/3,2024/11/3 13:13,card,ANON-0000-0000-0849,35.76,Latte
2024/11/3,2024/11/3 13:14,card,ANON-0000-0000-0849,30.86,Americano with Milk
2024/11/3,2024/11/3 13:18,card,ANON-0000-0000-0228,35.76,Cocoa
2024/11/3,2024/11/3 13:44,card,ANON-0000-0000-0850,25.96,Americano
2024/11/3,2024/11/3 13:59,card,ANON-0000-0000-0851,30.86,Americano with Milk
2024/11/3,2024/11/3 16:15,card,ANON-0000-0000-0622,35.76,Hot Chocolate
