date,datetime,cash_type,card,money,coffee_name
2024/7/10,2024/7/10 12:28,card,ANON-0000-0000-0366,27.92,Americano with Milk
2024/7/10,2024/7/10 22:13,card,ANON-0000-0000-0328,32.82,Latte
2024/7/11,2024/7/11 11:27,card,ANON-0000-0000-0367,32.82,Hot Chocolate
2024/7/11,2024/7/11 16:48,card,ANON-0000-0000-0368,27.92,Americano with Milk
2024/7/11,2024/7/11 22:22,card,ANON-0000-0000-0369,32.82,Latte
2024/7/11,2024/7/11 22:30,card,ANON-0000-0000-0370,23.02,Americano
2024/7/12,2024/7/12 8:03,card,ANON-0000-0000-0371,23.02,Cortado
2024/7/12,2024/7/12 11:48,card,ANON-0000-0000-0372,32.82,Hot Chocolate
2024/7/12,2024/7/12 22:33,card,ANON-0000-0000-0178,32.82,Hot Chocolate
2024/7/12,2024/7/12 22:34,card,ANON-0000-0000-0177,32.82,Hot Chocolate
2024/7/12,2024/7/12 22:35,card,ANON-0000-0000-0179,32.82,Hot Chocolate
2024/7/13,2024/7/13 10:38,card,ANON-0000-0000-0365,32.82,Latte
2024/7/13,2024/7/13 11:41,card,ANON-0000-0000-0365,32.82,Latte
2024/7/14,2024/7/14 10:54,card,ANON-0000-0000-0373,23.02,Americano
2024/7/14,2024/7/14 10:55,card,ANON-0000-0000-0373,27.92,Americano with Milk
2024/7/14,2024/7/14 10:56,card,ANON-0000-0000-0373,32.82,Cappuccino
2024/7/14,2024/7/14 10:57,card,ANON-0000-0000-0374,32.82,Latte
2024/7/14,2024/7/14 11:02,card,ANON-0000-0000-0375,23.02,Americano
2024/7/14,2024/7/14 22:31,card,ANON-0000-0000-0376,32.82,Latte
2024/7/15,2024/7/15 7:33,card,ANON-0000-0000-0377,32.82,Cappuccino
2024/7/16,2024/7/16 12:23,card,ANON-0000-0000-0378,27.92,Americano with Milk
2024/7/16,2024/7/16 19:29,card,ANON-0000-0000-0367,32.82,Hot Chocolate
2024/7/17,2024/7/17 13:05,card,ANON-0000-0000-0379,27.92,Americano with Milk
2024/7/18,2024/7/18 11:10,card,ANON-0000-0000-0380,27.92,Americano with Milk
2024/7/18,2024/7/18 11:11,card,ANON-0000-0000-0381,18.12,Espresso
2024/7/18,2024/7/18 11:33,card,ANON-0000-0000-0059,23.02,Americano
2024/7/18,2024/7/18 11:34,card,ANON-0000-0000-0059,23.02,Americano
2024/7/18,2024/7/18 11:35,card,ANON-0000-0000-0059,23.02,Cortado
2024/7/18,2024/7/18 13:23,card,ANON-0000-0000-0375,32.82,Latte
2024/7/18,2024/7/18 18:18,card,ANON-0000-0000-0382,32.82,Cappuccino
2024/7/18,2024/7/18 19:30,card,ANON-0000-0000-0009,32.82,Latte
2024/7/18,2024/7/18 21:19,card,ANON-0000-0000-0383,32.82,Hot Chocolate
2024/7/18,2024/7/18 21:22,card,ANON-0000-0000-0383,32.82,Latte
2024/7/18,2024/7/18 21:46,card,ANON-0000-0000-0384,32.82,Latte
2024/7/19,2024/7/19 11:03,card,ANON-0000-0000-0375,23.02,Americano
2024/7/19,2024/7/19 11:16,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024/7/19,2024/7/19 12:58,card,ANON-0000-0000-0386,32.82,Latte
2024/7/19,2024/7/19 12:59,card,ANON-0000-0000-0386,27.92,Americano with Milk
2024/7/19,2024/7/19 14:09,card,ANON-0000-0000-0384,32.82,Latte
2024/7/19,2024/7/19 14:11,card,ANON-0000-0000-0384,32.82,Cocoa
2024/7/19,2024/7/19 16:36,card,ANON-0000-0000-0384,32.82,Latte
2024/7/19,2024/7/19 16:37,card,ANON-0000-0000-0384,32.82,Latte
2024/7/20,2024/7/20 8:05,card,ANON-0000-0000-0387,23.02,Americano
2024/7/20,2024/7/20 8:06,card,ANON-0000-0000-0387,32.82,Latte
2024/7/20,2024/7/20 8:07,card,ANON-0000-0000-0387,23.02,Americano
2024/7/20,2024/7/20 9:00,card,ANON-0000-0000-0388,32.82,Latte
2024/7/20,2024/7/20 9:02,card,ANON-0000-0000-0389,32.82,Latte
2024/7/20,2024/7/20 10:39,card,ANON-0000-0000-0390,23.02,Americano
2024/7/20,2024/7/20 15:15,card,ANON-0000-0000-0391,32.82,Latte
2024/7/21,2024/7/21 10:30,card,ANON-0000-0000-0367,32.82,Cocoa
2024/7/21,2024/7/21 11:39,card,ANON-0000-0000-0392,32.82,Cappuccino
2024/7/21,2024/7/21 13:34,card,ANON-0000-0000-0393,23.02,Cortado
2024/7/21,2024/7/21 13:42,card,ANON-0000-0000-0394,32.82,Latte
2024/7/22,2024/7/22 8:13,card,ANON-0000-0000-0375,23.02,Americano
2024/7/22,2024/7/22 8:40,card,ANON-0000-0000-0395,23.02,Americano
2024/7/22,2024/7/22 10:15,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024/7/22,2024/7/22 16:44,card,ANON-0000-0000-0396,32.82,Latte
2024/7/23,2024/7/23 8:12,card,ANON-0000-0000-0197,32.82,Latte
2024/7/23,2024/7/23 8:40,card,ANON-0000-0000-0395,23.02,Americano
2024/7/23,2024/7/23 8:44,card,ANON-0000-0000-0397,27.92,Americano with Milk
2024/7/23,2024/7/23 8:49,card,ANON-0000-0000-0398,32.82,Cocoa
2024/7/23,2024/7/23 8:51,card,ANON-0000-0000-0399,32.82,Latte
2024/7/23,2024/7/23 9:01,card,ANON-0000-0000-0375,23.02,Americano
2024/7/23,2024/7/23 10:03,card,ANON-0000-0000-0400,27.92,Americano with Milk
2024/7/23,2024/7/23 15:20,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024/7/23,2024/7/23 15:21,card,ANON-0000-0000-0401,32.82,Latte
2024/7/23,2024/7/23 21:01,card,ANON-0000-0000-0009,32.82,Latte
2024/7/23,2024/7/23 21:23,card,ANON-0000-0000-0012,23.02,Americano
2024/7/23,2024/7/23 21:24,card,ANON-0000-0000-0012,23.02,Americano
2024/7/24,2024/7/24 9:16,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/7/24,2024/7/24 9:38,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024/7/24,2024/7/24 9:54,card,ANON-0000-0000-0402,18.12,Espresso
2024/7/24,2024/7/24 11:43,card,ANON-0000-0000-0379,32.82,Cappuccino
2024/7/24,2024/7/24 13:55,card,ANON-0000-0000-0399,32.82,Latte
2024/7/24,2024/7/24 14:45,card,ANON-0000-0000-0012,18.12,Espresso
2024/7/24,2024/7/24 15:18,card,ANON-0000-0000-0009,32.82,Latte
2024/7/24,2024/7/24 19:15,card,ANON-0000-0000-0205,32.82,Cappuccino
2024/7/24,2024/7/24 19:17,card,ANON-0000-0000-0205,32.82,Cappuccino
2024/7/24,2024/7/24 21:17,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024/7/24,2024/7/24 21:18,card,ANON-0000-0000-0040,23.02,Americano
2024/7/24,2024/7/24 21:25,card,ANON-0000-0000-0012,23.02,Americano
2024/7/25,2024/7/25 7:54,card,ANON-0000-0000-0012,23.02,Americano
2024/7/25,2024/7/25 8:49,card,ANON-0000-0000-0399,32.82,Latte
2024/7/25,2024/7/25 10:29,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024/7/25,2024/7/25 11:26,card,ANON-0000-0000-0375,23.02,Americano
2024/7/25,2024/7/25 15:25,card,ANON-0000-0000-0403,32.82,Cappuccino
2024/7/25,2024/7/25 19:21,card,ANON-0000-0000-0257,32.82,Cappuccino
2024/7/25,2024/7/25 21:06,card,ANON-0000-0000-0404,23.02,Cortado
2024/7/25,2024/7/25 21:06,card,ANON-0000-0000-0404,18.12,Espresso
2024/7/25,2024/7/25 22:38,card,ANON-0000-0000-0328,23.02,Cortado
2024/7/25,2024/7/25 22:39,card,ANON-0000-0000-0405,32.82,Cocoa
2024/7/26,2024/7/26 8:33,card,ANON-0000-0000-0406,32.82,Latte
2024/7/26,2024/7/26 9:19,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/7/26,2024/7/26 9:20,card,ANON-0000-0000-0059,18.12,Espresso
2024/7/26,2024/7/26 9:33,card,ANON-0000-0000-0407,23.02,Cortado
2024/7/26,2024/7/26 9:34,card,ANON-0000-0000-0407,23.02,Cortado
2024/7/26,2024/7/26 9:59,card,ANON-0000-0000-0408,32.82,Latte
2024/7/26,2024/7/26 10:00,card,ANON-0000-0000-0408,32.82,Latte
2024/7/26,2024/7/26 11:47,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024/7/26,2024/7/26 12:07,card,ANON-0000-0000-0379,27.92,Americano with Milk
2024/7/26,2024/7/26 12:28,card,ANON-0000-0000-0339,32.82,Cappuccino
2024/7/26,2024/7/26 12:29,card,ANON-0000-0000-0339,32.82,Cappuccino
2024/7/26,2024/7/26 13:09,card,ANON-0000-0000-0409,32.82,Latte
2024/7/26,2024/7/26 17:23,card,ANON-0000-0000-0410,23.02,Americano
2024/7/26,2024/7/26 17:58,card,ANON-0000-0000-0411,32.82,Cappuccino
2024/7/26,2024/7/26 21:15,card,ANON-0000-0000-0009,32.82,Latte
2024/7/26,2024/7/26 22:49,card,ANON-0000-0000-0412,27.92,Americano with Milk
2024/7/27,2024/7/27 9:09,card,ANON-0000-0000-0097,32.82,Cappuccino
2024/7/27,2024/7/27 11:55,card,ANON-0000-0000-0413,27.92,Americano with Milk
2024/7/27,2024/7/27 12:25,card,ANON-0000-0000-0059,27.92,Americano with Milk
2024/7/27,2024/7/27 12:26,card,ANON-0000-0000-0040,18.12,Espresso
2024/7/27,2024/7/27 12:33,card,ANON-0000-0000-0059,27.92,Americano with Milk
2024/7/27,2024/7/27 14:28,card,ANON-0000-0000-0225,18.12,Espresso
2024/7/27,2024/7/27 14:51,card,ANON-0000-0000-0077,32.82,Latte
2024/7/27,2024/7/27 17:02,card,ANON-0000-0000-0414,32.82,Cappuccino
2024/7/27,2024/7/27 17:03,card,ANON-0000-0000-0415,32.82,Cappuccino
2024/7/27,2024/7/27 17:09,card,ANON-0000-0000-0416,27.92,Americano with Milk
2024/7/27,2024/7/27 17:10,card,ANON-0000-0000-0416,27.92,Americano with Milk
2024/7/27,2024/7/27 20:55,card,ANON-0000-0000-0009,32.82,Latte
2024/7/27,2024/7/27 22:56,card,ANON-0000-0000-0417,32.82,Cappuccino
2024/7/28,2024/7/28 11:07,card,ANON-0000-0000-0012,18.12,Espresso
2024/7/28,2024/7/28 14:17,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024/7/28,2024/7/28 14:18,card,ANON-0000-0000-0276,32.82,Latte
2024/7/29,2024/7/29 8:12,card,ANON-0000-0000-0418,32.82,Latte
2024/7/29,2024/7/29 9:04,card,ANON-0000-0000-0012,23.02,Americano
2024/7/29,2024/7/29 9:15,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/7/29,2024/7/29 9:19,card,ANON-0000-0000-0003,23.02,Americano
2024/7/29,2024/7/29 9:51,card,ANON-0000-0000-0419,27.92,Americano with Milk
2024/7/29,2024/7/29 9:58,card,ANON-0000-0000-0420,32.82,Cappuccino
2024/7/29,2024/7/29 10:43,card,ANON-0000-0000-0421,32.82,Hot Chocolate
2024/7/29,2024/7/29 10:44,card,ANON-0000-0000-0421,32.82,Hot Chocolate
2024/7/29,2024/7/29 19:06,card,ANON-0000-0000-0422,32.82,Cappuccino
2024/7/29,2024/7/29 19:30,card,ANON-0000-0000-0099,23.02,Americano
2024/7/29,2024/7/29 21:57,card,ANON-0000-0000-0328,32.82,Cocoa
2024/7/30,2024/7/30 7:41,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024/7/30,2024/7/30 8:05,card,ANON-0000-0000-0424,23.02,Cortado
2024/7/30,2024/7/30 8:20,card,ANON-0000-0000-0425,32.82,Cappuccino
2024/7/30,2024/7/30 9:13,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/7/30,2024/7/30 10:17,card,ANON-0000-0000-0141,23.02,Cortado
2024/7/30,2024/7/30 10:19,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024/7/30,2024/7/30 10:23,card,ANON-0000-0000-0250,32.82,Latte
2024/7/30,2024/7/30 11:12,card,ANON-0000-0000-0426,23.02,Americano
2024/7/30,2024/7/30 11:13,card,ANON-0000-0000-0426,18.12,Espresso
2024/7/30,2024/7/30 11:14,card,ANON-0000-0000-0427,27.92,Americano with Milk
2024/7/30,2024/7/30 11:16,card,ANON-0000-0000-0428,27.92,Americano with Milk
2024/7/30,2024/7/30 11:30,card,ANON-0000-0000-0429,27.92,Americano with Milk
2024/7/30,2024/7/30 11:31,card,ANON-0000-0000-0430,27.92,Americano with Milk
2024/7/30,2024/7/30 12:08,card,ANON-0000-0000-0431,32.82,Latte
2024/7/30,2024/7/30 15:16,card,ANON-0000-0000-0432,27.92,Americano with Milk
2024/7/30,2024/7/30 16:08,card,ANON-0000-0000-0433,23.02,Cortado
2024/7/30,2024/7/30 16:09,card,ANON-0000-0000-0433,27.92,Americano with Milk
2024/7/30,2024/7/30 20:24,card,ANON-0000-0000-0434,18.12,Espresso
2024/7/30,2024/7/30 20:53,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/7/30,2024/7/30 20:54,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/7/30,2024/7/30 20:57,card,ANON-0000-0000-0347,27.92,Americano with Milk
2024/7/30,2024/7/30 21:33,card,ANON-0000-0000-0435,32.82,Latte
2024/7/30,2024/7/30 22:15,card,ANON-0000-0000-0436,23.02,Americano
2024/7/30,2024/7/30 22:16,card,ANON-0000-0000-0436,32.82,Cappuccino
2024/7/31,2024/7/31 7:59,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024/7/31,2024/7/31 8:37,card,ANON-0000-0000-0437,27.92,Americano with Milk
2024/7/31,2024/7/31 8:38,card,ANON-0000-0000-0437,27.92,Americano with Milk
2024/7/31,2024/7/31 9:54,card,ANON-0000-0000-0388,23.02,Americano
2024/7/31,2024/7/31 9:55,card,ANON-0000-0000-0388,23.02,Americano
2024/7/31,2024/7/31 9:58,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024/7/31,2024/7/31 13:11,card,ANON-0000-0000-0384,32.82,Cocoa
2024/7/31,2024/7/31 13:14,card,ANON-0000-0000-0384,32.82,Latte
2024/7/31,2024/7/31 13:24,card,ANON-0000-0000-0438,27.92,Americano with Milk
2024/7/31,2024/7/31 17:48,card,ANON-0000-0000-0439,23.02,Cortado
2024/7/31,2024/7/31 18:04,card,ANON-0000-0000-0440,32.82,Latte
2024/7/31,2024/7/31 19:22,card,ANON-0000-0000-0441,23.02,Cortado
2024/7/31,2024/7/31 19:28,card,ANON-0000-0000-0009,32.82,Latte
2024/7/31,2024/7/31 20:46,card,ANON-0000-0000-0442,32.82,Cocoa
2024/7/31,2024/7/31 20:50,card,ANON-0000-0000-0443,23.02,Cortado
2024/7/31,2024/7/31 20:51,card,ANON-0000-0000-0443,32.82,Latte
2024/7/31,2024/7/31 20:52,card,ANON-0000-0000-0153,32.82,Cappuccino
2024/7/31,2024/7/31 20:53,card,ANON-0000-0000-0443,23.02,Cortado
2024/7/31,2024/7/31 20:59,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024/7/31,2024/7/31 21:26,card,ANON-0000-0000-0444,32.82,Latte
2024/7/31,2024/7/31 21:54,card,ANON-0000-0000-0445,32.82,Latte
2024/7/31,2024/7/31 21:55,card,ANON-0000-0000-0446,32.82,Latte
2024/8/1,2024/8/1 7:31,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024/8/1,2024/8/1 9:25,card,ANON-0000-0000-0276,27.92,Americano with Milk
2024/8/1,2024/8/1 11:04,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/8/1,2024/8/1 11:22,card,ANON-0000-0000-0447,27.92,Americano with Milk
2024/8/1,2024/8/1 13:22,card,ANON-0000-0000-0448,23.02,Cortado
2024/8/1,2024/8/1 13:23,card,ANON-0000-0000-0448,32.82,Cappuccino
2024/8/1,2024/8/1 13:49,card,ANON-0000-0000-0449,32.82,Cappuccino
2024/8/1,2024/8/1 15:43,card,ANON-0000-0000-0423,27.92,Americano with Milk
2024/8/1,2024/8/1 16:24,card,ANON-0000-0000-0450,27.92,Americano with Milk
2024/8/1,2024/8/1 16:26,card,ANON-0000-0000-0450,23.02,Americano
2024/8/1,2024/8/1 17:23,card,ANON-0000-0000-0451,23.02,Americano
2024/8/1,2024/8/1 20:41,card,ANON-0000-0000-0452,32.82,Cappuccino
2024/8/2,2024/8/2 9:01,card,ANON-0000-0000-0453,27.92,Americano with Milk
2024/8/2,2024/8/2 9:35,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/8/2,2024/8/2 11:09,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/2,2024/8/2 18:08,card,ANON-0000-0000-0454,27.92,Americano with Milk
2024/8/2,2024/8/2 21:23,card,ANON-0000-0000-0009,32.82,Latte
2024/8/3,2024/8/3 8:53,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/8/3,2024/8/3 9:37,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024/8/3,2024/8/3 9:38,card,ANON-0000-0000-0401,27.92,Americano with Milk
2024/8/3,2024/8/3 10:12,card,ANON-0000-0000-0304,27.92,Americano with Milk
2024/8/3,2024/8/3 11:20,card,ANON-0000-0000-0455,23.02,Cortado
2024/8/3,2024/8/3 11:21,card,ANON-0000-0000-0455,23.02,Cortado
2024/8/3,2024/8/3 11:56,card,ANON-0000-0000-0040,18.12,Espresso
2024/8/3,2024/8/3 11:57,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024/8/3,2024/8/3 12:03,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024/8/3,2024/8/3 16:54,card,ANON-0000-0000-0322,27.92,Americano with Milk
2024/8/3,2024/8/3 18:38,card,ANON-0000-0000-0456,32.82,Cappuccino
2024/8/3,2024/8/3 21:30,card,ANON-0000-0000-0457,32.82,Latte
2024/8/3,2024/8/3 21:33,card,ANON-0000-0000-0457,32.82,Latte
2024/8/4,2024/8/4 8:18,card,ANON-0000-0000-0458,32.82,Cappuccino
2024/8/4,2024/8/4 10:37,card,ANON-0000-0000-0040,27.92,Americano with Milk
2024/8/4,2024/8/4 11:50,card,ANON-0000-0000-0258,32.82,Cappuccino
2024/8/4,2024/8/4 11:52,card,ANON-0000-0000-0258,27.92,Americano with Milk
2024/8/4,2024/8/4 15:33,card,ANON-0000-0000-0268,32.82,Cappuccino
2024/8/4,2024/8/4 15:35,card,ANON-0000-0000-0268,32.82,Cappuccino
2024/8/5,2024/8/5 8:50,card,ANON-0000-0000-0459,23.02,Cortado
2024/8/5,2024/8/5 9:19,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/8/5,2024/8/5 11:20,card,ANON-0000-0000-0375,23.02,Cortado
2024/8/5,2024/8/5 13:45,card,ANON-0000-0000-0460,32.82,Cappuccino
2024/8/5,2024/8/5 16:05,card,ANON-0000-0000-0461,32.82,Latte
2024/8/5,2024/8/5 16:07,card,ANON-0000-0000-0461,32.82,Latte
2024/8/5,2024/8/5 17:44,card,ANON-0000-0000-0462,32.82,Latte
2024/8/5,2024/8/5 17:45,card,ANON-0000-0000-0462,27.92,Americano with Milk
2024/8/5,2024/8/5 19:20,card,ANON-0000-0000-0019,32.82,Latte
2024/8/5,2024/8/5 19:34,card,ANON-0000-0000-0009,32.82,Latte
2024/8/5,2024/8/5 20:49,card,ANON-0000-0000-0463,32.82,Cocoa
2024/8/5,2024/8/5 20:50,card,ANON-0000-0000-0463,32.82,Cocoa
2024/8/5,2024/8/5 22:43,card,ANON-0000-0000-0464,27.92,Americano with Milk
2024/8/6,2024/8/6 10:21,card,ANON-0000-0000-0375,23.02,Cortado
2024/8/6,2024/8/6 10:32,card,ANON-0000-0000-0465,32.82,Hot Chocolate
2024/8/6,2024/8/6 17:40,card,ANON-0000-0000-0466,32.82,Cappuccino
2024/8/6,2024/8/6 17:42,card,ANON-0000-0000-0466,32.82,Latte
2024/8/6,2024/8/6 17:44,card,ANON-0000-0000-0466,32.82,Cocoa
2024/8/6,2024/8/6 19:04,card,ANON-0000-0000-0019,32.82,Latte
2024/8/6,2024/8/6 19:05,card,ANON-0000-0000-0467,27.92,Americano with Milk
2024/8/6,2024/8/6 20:04,card,ANON-0000-0000-0468,32.82,Latte
2024/8/7,2024/8/7 8:55,card,ANON-0000-0000-0453,27.92,Americano with Milk
2024/8/7,2024/8/7 12:12,card,ANON-0000-0000-0003,23.02,Americano
2024/8/7,2024/8/7 12:13,card,ANON-0000-0000-0003,23.02,Americano
2024/8/7,2024/8/7 13:11,card,ANON-0000-0000-0469,18.12,Espresso
2024/8/7,2024/8/7 16:19,card,ANON-0000-0000-0470,23.02,Americano
2024/8/7,2024/8/7 19:36,card,ANON-0000-0000-0009,32.82,Latte
2024/8/7,2024/8/7 20:40,card,ANON-0000-0000-0442,32.82,Cocoa
2024/8/7,2024/8/7 21:18,card,ANON-0000-0000-0328,32.82,Cappuccino
2024/8/7,2024/8/7 22:28,card,ANON-0000-0000-0471,32.82,Latte
2024/8/7,2024/8/7 22:32,card,ANON-0000-0000-0472,32.82,Latte
2024/8/8,2024/8/8 8:46,card,ANON-0000-0000-0141,18.12,Espresso
2024/8/8,2024/8/8 8:47,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/8,2024/8/8 12:27,card,ANON-0000-0000-0420,27.92,Americano with Milk
2024/8/8,2024/8/8 12:43,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/8,2024/8/8 12:44,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/8,2024/8/8 16:57,card,ANON-0000-0000-0473,32.82,Cappuccino
2024/8/8,2024/8/8 17:17,card,ANON-0000-0000-0474,32.82,Cappuccino
2024/8/8,2024/8/8 21:25,card,ANON-0000-0000-0311,27.92,Americano with Milk
2024/8/9,2024/8/9 7:35,card,ANON-0000-0000-0475,32.82,Latte
2024/8/9,2024/8/9 9:53,card,ANON-0000-0000-0476,23.02,Americano
2024/8/9,2024/8/9 10:13,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/9,2024/8/9 10:26,card,ANON-0000-0000-0311,27.92,Americano with Milk
2024/8/9,2024/8/9 11:28,card,ANON-0000-0000-0475,32.82,Latte
2024/8/9,2024/8/9 11:29,card,ANON-0000-0000-0477,23.02,Americano
2024/8/9,2024/8/9 18:56,card,ANON-0000-0000-0478,23.02,Americano
2024/8/9,2024/8/9 19:03,card,ANON-0000-0000-0479,32.82,Hot Chocolate
2024/8/10,2024/8/10 8:36,card,ANON-0000-0000-0480,32.82,Cappuccino
2024/8/10,2024/8/10 8:37,card,ANON-0000-0000-0480,27.92,Americano with Milk
2024/8/10,2024/8/10 8:45,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/10,2024/8/10 11:52,card,ANON-0000-0000-0012,23.02,Cortado
2024/8/10,2024/8/10 11:54,card,ANON-0000-0000-0012,23.02,Americano
2024/8/10,2024/8/10 12:15,card,ANON-0000-0000-0481,32.82,Latte
2024/8/10,2024/8/10 12:33,card,ANON-0000-0000-0463,27.92,Americano with Milk
2024/8/10,2024/8/10 16:06,card,ANON-0000-0000-0009,32.82,Latte
2024/8/10,2024/8/10 21:16,card,ANON-0000-0000-0482,32.82,Cocoa
2024/8/10,2024/8/10 21:17,card,ANON-0000-0000-0482,32.82,Cocoa
2024/8/10,2024/8/10 21:37,card,ANON-0000-0000-0442,32.82,Cocoa
2024/8/11,2024/8/11 9:52,card,ANON-0000-0000-0440,32.82,Latte
2024/8/11,2024/8/11 9:53,card,ANON-0000-0000-0440,32.82,Latte
2024/8/11,2024/8/11 10:17,card,ANON-0000-0000-0347,27.92,Americano with Milk
2024/8/11,2024/8/11 11:56,card,ANON-0000-0000-0480,32.82,Cappuccino
2024/8/11,2024/8/11 11:57,card,ANON-0000-0000-0480,27.92,Americano with Milk
2024/8/11,2024/8/11 12:20,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/11,2024/8/11 15:53,card,ANON-0000-0000-0483,32.82,Latte
2024/8/11,2024/8/11 15:55,card,ANON-0000-0000-0484,27.92,Americano with Milk
2024/8/11,2024/8/11 15:56,card,ANON-0000-0000-0484,32.82,Cocoa
2024/8/11,2024/8/11 16:27,card,ANON-0000-0000-0414,32.82,Cappuccino
2024/8/11,2024/8/11 16:28,card,ANON-0000-0000-0485,18.12,Espresso
2024/8/11,2024/8/11 21:30,card,ANON-0000-0000-0486,23.02,Cortado
2024/8/11,2024/8/11 21:41,card,ANON-0000-0000-0475,32.82,Latte
2024/8/11,2024/8/11 21:43,card,ANON-0000-0000-0487,32.82,Latte
2024/8/11,2024/8/11 22:39,card,ANON-0000-0000-0488,32.82,Cappuccino
2024/8/12,2024/8/12 8:26,card,ANON-0000-0000-0367,32.82,Hot Chocolate
2024/8/12,2024/8/12 11:15,card,ANON-0000-0000-0489,27.92,Americano with Milk
2024/8/12,2024/8/12 11:19,card,ANON-0000-0000-0490,23.02,Americano
2024/8/12,2024/8/12 11:20,card,ANON-0000-0000-0490,32.82,Latte
2024/8/12,2024/8/12 11:44,card,ANON-0000-0000-0491,32.82,Latte
2024/8/12,2024/8/12 14:04,card,ANON-0000-0000-0492,18.12,Espresso
2024/8/12,2024/8/12 14:05,card,ANON-0000-0000-0492,27.92,Americano with Milk
2024/8/12,2024/8/12 15:33,card,ANON-0000-0000-0493,27.92,Americano with Milk
2024/8/12,2024/8/12 18:05,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/8/12,2024/8/12 21:25,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/8/12,2024/8/12 21:37,card,ANON-0000-0000-0494,32.82,Latte
2024/8/12,2024/8/12 22:58,card,ANON-0000-0000-0134,32.82,Cappuccino
2024/8/12,2024/8/12 22:59,card,ANON-0000-0000-0134,32.82,Cappuccino
2024/8/13,2024/8/13 8:44,card,ANON-0000-0000-0495,27.92,Americano with Milk
2024/8/13,2024/8/13 9:14,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/8/13,2024/8/13 9:45,card,ANON-0000-0000-0385,27.92,Americano with Milk
2024/8/13,2024/8/13 10:42,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/13,2024/8/13 11:59,card,ANON-0000-0000-0496,32.82,Latte
2024/8/13,2024/8/13 13:01,card,ANON-0000-0000-0497,27.92,Americano with Milk
2024/8/13,2024/8/13 14:45,card,ANON-0000-0000-0494,32.82,Latte
2024/8/13,2024/8/13 15:47,card,ANON-0000-0000-0498,32.82,Cappuccino
2024/8/13,2024/8/13 15:55,card,ANON-0000-0000-0097,27.92,Americano with Milk
2024/8/13,2024/8/13 20:29,card,ANON-0000-0000-0499,32.82,Latte
2024/8/13,2024/8/13 20:30,card,ANON-0000-0000-0499,32.82,Cocoa
2024/8/13,2024/8/13 20:44,card,ANON-0000-0000-0500,32.82,Cappuccino
2024/8/13,2024/8/13 21:00,card,ANON-0000-0000-0501,23.02,Cortado
2024/8/14,2024/8/14 7:35,card,ANON-0000-0000-0475,32.82,Latte
2024/8/14,2024/8/14 7:36,card,ANON-0000-0000-0472,32.82,Cappuccino
2024/8/14,2024/8/14 10:09,card,ANON-0000-0000-0141,23.02,Cortado
2024/8/14,2024/8/14 11:39,card,ANON-0000-0000-0095,18.12,Espresso
2024/8/14,2024/8/14 12:49,card,ANON-0000-0000-0502,23.02,Americano
2024/8/14,2024/8/14 12:51,card,ANON-0000-0000-0450,23.02,Americano
2024/8/14,2024/8/14 15:21,card,ANON-0000-0000-0503,32.82,Latte
2024/8/14,2024/8/14 17:24,card,ANON-0000-0000-0504,23.02,Americano
2024/8/14,2024/8/14 18:10,card,ANON-0000-0000-0505,23.02,Cortado
2024/8/14,2024/8/14 18:59,card,ANON-0000-0000-0506,27.92,Americano with Milk
